Handle,Title,Vendor,Type,Variant SKU,Image Src
straight-pins,Straight Pins,Carl Hayden,Arts,AZ-008-018-011-007-407,https://cdn.shopify.com/s/files/1/0185/5504/products/304907.jpeg?v=1385067249
canvas,Canvas 3 Pack,Carl Hayden,Arts,AZ-008-018-011-007-402,https://cdn.shopify.com/s/files/1/0185/5504/products/503995.jpeg?v=1385066701
paint-brush-set,Paint Brush Set,Carl Hayden,Arts,AZ-008-018-011-007-401,https://cdn.shopify.com/s/files/1/0185/5504/products/699165.jpeg?v=1385066585
tempera-flats-brush-set,Tempera Flats Brush Set,Carl Hayden,Arts,AZ-008-018-011-007-400,https://cdn.shopify.com/s/files/1/0185/5504/products/3152665-420.jpeg?v=1385066440
queen-mine-historic-mining-tours,Queen Mine Historic Mining Tours,Trevor Browne,Academics,AZ-008-018-004-032-399,https://cdn.shopify.com/s/files/1/0185/5504/products/queenmnetjour_3D.jpeg?v=1385066138
phoenix-art-museum-tickets,Phoenix Art Museum Tickets,Trevor Browne,Academics,AZ-008-018-004-032-398,https://cdn.shopify.com/s/files/1/0185/5504/products/251625ncentralave.jpeg?v=1385066036
history-in-a-box-immigration-and-migration,History in a Box: Immigration and Migration,Trevor Browne,Academics,AZ-008-018-004-032-397,https://cdn.shopify.com/s/files/1/0185/5504/products/immigration_box.jpeg?v=1385065881
name-tag-labels-1,Name Tag Labels,McClintock High,Academics,AZ-008-022-020-092-393,https://cdn.shopify.com/s/files/1/0185/5504/products/0007278205395_500X500.jpeg?v=1384556848
label-maker,Label Maker,McClintock High,Academics,AZ-008-022-020-092-392,https://cdn.shopify.com/s/files/1/0185/5504/products/brother_p_touch.jpeg?v=1384556604
hungry-howie-s-pizza-gift-card,Hungry Howie's Pizza Gift Card,McClintock High,Academics,AZ-008-022-020-092-391,https://cdn.shopify.com/s/files/1/0185/5504/products/33766d1375146668-2013-st-pete-open-sponsor-thread-hungry-howies_logo-jpg.jpeg?v=1384556187
student-link-crew-conference,Student Link Crew Conference,McClintock High,Academics,,https://cdn.shopify.com/s/files/1/0185/5504/products/4596544906.jpeg?v=1384812333
popcorn-machine,Popcorn Machine,Camelback High,Activities,AZ-008-018-005-033-388,https://cdn.shopify.com/s/files/1/0185/5504/products/popcorn.jpg?v=1384535734
welder,Welder,North High,Academics,AZ-008-018-014-041-387,https://cdn.shopify.com/s/files/1/0185/5504/products/welder.jpg?v=1384452572
prismacolor-premier-colored-pencil-set-of-72-colors,"Colored Pencils, Set of 72",North High,Arts,AZ-008-018-014-007-386,https://cdn.shopify.com/s/files/1/0185/5504/products/colored_pencils.jpg?v=1384451099
dry-erase-calendar-board,Dry Erase Calendar Board,Suns-Diamondbacks High,Activities,AZ-008-018-016-050-385,https://cdn.shopify.com/s/files/1/0185/5504/products/dry_erase.jpeg?v=1384381268
gavel-and-sound-block,Gavel and Sound Block,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-164,https://cdn.shopify.com/s/files/1/0185/5504/products/gavel_b2f986db-9b3d-4fe1-be17-b7d16feb0998.jpeg?v=1384379907
reading-posters,Reading Posters,Suns-Diamondbacks High,Activities,AZ-008-018-016-050-382,https://cdn.shopify.com/s/files/1/0185/5504/products/McAdams-Catalog_store.jpeg?v=1383678671
canon-rebel,Canon Rebel Camera,Trevor Browne,Activities,AZ-008-018-004-063-381,https://cdn.shopify.com/s/files/1/0185/5504/products/34493918_OVR_440x330.png?v=1383677116
canon-powershot,Canon Powershot Camera,Trevor Browne,Academics,AZ-008-018-004-063-380,https://cdn.shopify.com/s/files/1/0185/5504/products/canon330hs.jpeg?v=1383676916
aasc-state-convention-sponsorship,AASC State Convention Sponsorship,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-367,https://cdn.shopify.com/s/files/1/0185/5504/products/a_top_01.jpeg?v=1383676543
portable-pa-system-1,Portable PA System,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-306,https://cdn.shopify.com/s/files/1/0185/5504/products/tepsp800bt.jpeg?v=1383676132
nikon-camera-1,Nikon Camera,Cesar Chavez High,Activities,AZ-008-018-007-081-376,https://cdn.shopify.com/s/files/1/0185/5504/products/nikon-1-v1.jpeg?v=1383579536
paint,Paint,Copper Canyon High,Activities,AZ-008-023-018-050-379,https://cdn.shopify.com/s/files/1/0185/5504/products/255091.jpeg?v=1383333737
soccer-cleats,Soccer Cleats,Trevor Browne,Athletics,AZ-008-018-004-045-377,https://cdn.shopify.com/s/files/1/0185/5504/products/Nike-Mercurial-Veloce-Firm-Ground-Womens-Soccer-Cleat-553632_600_A.jpeg?v=1383174105
nike-soccer-ball,Nike Soccer Ball,Trevor Browne,Athletics,AZ-008-018-004-045-378,https://cdn.shopify.com/s/files/1/0185/5504/products/23344.jpeg?v=1383173648
nikon-camera,Nikon Camera,Copper Canyon High,Academics,AZ-008-023-018-063-376,https://cdn.shopify.com/s/files/1/0185/5504/products/348681-nikon-d3200.jpeg?v=1383167421
500-giftcard,$500 Giftcard,Support My Club,Donation,,https://cdn.shopify.com/s/files/1/0185/5504/products/SMC_logo_only_a724fb5e-81c1-4181-85c9-baf24c15cdb1.png?v=1383068643
microphone-cable,Microphone Cable,Copper Canyon High,Arts,AZ-008-023-018-071-375,https://cdn.shopify.com/s/files/1/0185/5504/products/Mogami-Gold-Stage-20-Microphone-Cable-image.jpeg?v=1382741347
hanging-microphone,Hanging Microphone,Copper Canyon High,Arts,AZ-008-023-018-071-374,https://cdn.shopify.com/s/files/1/0185/5504/products/pro_45_1_sq.jpeg?v=1382741178
binders,Binders,Copper Canyon High,Activities,AZ-008-023-018-086-373,https://cdn.shopify.com/s/files/1/0185/5504/products/white_binder.jpeg?v=1382740930
basketball-sponsorship,Basketball Sponsorship,Copper Canyon High,Athletics,AZ-008-023-018-011-372,https://cdn.shopify.com/s/files/1/0185/5504/products/basketball.jpeg?v=1382739694
75-giftcard,$75 Giftcard,Support My Club,Donation,,https://cdn.shopify.com/s/files/1/0185/5504/products/SMC_logo_only_05f3bd01-fe44-4fc4-bd32-0d63a612da7d.png?v=1382487745
250-giftcard,$250 Giftcard,Support My Club,Donation,,https://cdn.shopify.com/s/files/1/0185/5504/products/SMC_logo_only_a6c8f335-a26f-49ee-b931-61fc6b4e5dbe.png?v=1382487649
100-giftcard,$100 Giftcard,Support My Club,Donation,,https://cdn.shopify.com/s/files/1/0185/5504/products/SMC_logo_only_f527912b-b224-4fa7-94a3-2d1b5e5171ff.png?v=1382487611
50-giftcard,$50 Giftcard,Support My Club,Donation,,https://cdn.shopify.com/s/files/1/0185/5504/products/SMC_logo_only_7c08e214-0f88-460e-8be6-70b90e6de2da.png?v=1382487579
25-giftcard,$25 Giftcard,Support My Club,Donation,,https://cdn.shopify.com/s/files/1/0185/5504/products/SMC_logo_only.png?v=1382485420
purple-ties,Purple Ties,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-371,https://cdn.shopify.com/s/files/1/0185/5504/products/purple-tie-with-thin-navy-blue-stripes-ashford.jpeg?v=1382463146
babolat-tennis-racquet,Babolat Tennis Racquet,Carl Hayden,Athletics,AZ-008-018-011-053-370,https://cdn.shopify.com/s/files/1/0185/5504/products/babolat-pulsion-105-tennis-racquet-for-men-and-women-in-black-blue_p_6287c_01_1500.2.jpeg?v=1382376528
3d-printer,3D Printer,Cesar Chavez High,Academics,AZ-008-018-007-041-369,https://cdn.shopify.com/s/files/1/0185/5504/products/product-jr2-front-left.png?v=1382108159
wristwatch,Runners Watch,Carl Hayden,Athletics,AZ-008-018-011-019-366,https://cdn.shopify.com/s/files/1/0185/5504/products/51Yu-STKdqL._SL160_SL90.jpeg?v=1382047107
aasc-summer-camp,AASC Summer Camp,Cesar Chavez High,Activities,AZ-008-018-007-050-368,https://cdn.shopify.com/s/files/1/0185/5504/products/aasc_sm_73179d4d-3381-43ab-a0be-f73c4aad34d0.gif?v=1382046760
aasc-state-convention,AASC State Convention,Cesar Chavez High,Activities,AZ-008-018-007-050-367,https://cdn.shopify.com/s/files/1/0185/5504/products/aasc_sm_fb50d0b1-758e-4b22-b811-3456fcb50ef9.gif?v=1382046679
sony-xplod-boombox,Boombox,Camelback High,Arts,AZ-008-018-005-084-365,https://cdn.shopify.com/s/files/1/0185/5504/products/B000MSS5YS-1.jpeg?v=1382036668
ballet-slippers,Ballet Slippers,Camelback High,Arts,AZ-008-018-005-022-362,https://cdn.shopify.com/s/files/1/0185/5504/products/S0282L-Bloch-Zenith-Ballet-Slippers.jpeg?v=1381965271
bownet-big-pink-mouth,Net,Cesar Chavez High,Athletics,AZ-008-018-007-046-361,https://cdn.shopify.com/s/files/1/0185/5504/products/BM_PinkHiRes_medium.jpeg?v=1381965099
i-screen-protection-net,i Screen Protection Net,Cesar Chavez High,Athletics,AZ-008-018-007-046-360,https://cdn.shopify.com/s/files/1/0185/5504/products/Infielder_on_mound_Hi_Res__medium.jpeg?v=1381964983
softball-jersey-t-shirt,Softball Jersey T-Shirt,Cesar Chavez High,Athletics,AZ-008-018-007-046-359,https://cdn.shopify.com/s/files/1/0185/5504/products/423.jpeg?v=1381964798
adidas-polo,Game Day Dress Shirt,Camelback High,Athletics,AZ-008-018-005-011-364,https://cdn.shopify.com/s/files/1/0185/5504/products/53882_blue.jpeg?v=1381964580
colored-paper,Colored Paper,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-358,https://cdn.shopify.com/s/files/1/0185/5504/products/0075959821224_500X500.jpeg?v=1381859475
xerox-recycled-paper,Xerox Recycled Paper,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-357,https://cdn.shopify.com/s/files/1/0185/5504/products/1298562851-99712100.jpeg?v=1381859134
purple-raffle-tickets,Purple Raffle Tickets,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-356,https://cdn.shopify.com/s/files/1/0185/5504/products/M01211MG-2.jpeg?v=1381773252
solar-charging-station,Solar Charging Station,Camelback High,Academics,AZ-008-018-005-056-355,https://cdn.shopify.com/s/files/1/0185/5504/products/MOBI_PROD_SOLAR-EXTREME_vA_1.jpeg?v=1381772893
deca-sponsorship,DECA Sponsorship,Central High,Academics,AZ-008-018-006-023-354,https://cdn.shopify.com/s/files/1/0185/5504/products/DECA_20Logo.jpeg?v=1381166870
talavera-sugar-skull-lantern,Talavera Sugar Skull Lantern,Trevor Browne,Activities,AZ-008-018-004-037-353,https://cdn.shopify.com/s/files/1/0185/5504/products/Talavera_skull.jpeg?v=1380911514
canvas-set-large,Canvas Set (Large),Suns-Diamondbacks High,Academics,AZ-008-018-016-050-352,https://cdn.shopify.com/s/files/1/0185/5504/products/31z6mOJV2zL.jpeg?v=1380844382
canvas-set-small,Canvas Set (Small),Suns-Diamondbacks High,Academics,AZ-008-018-016-050-351,https://cdn.shopify.com/s/files/1/0185/5504/products/0501138607481_500X500.jpeg?v=1380844261
acrylic-paint-set,Acrylic Paint Set,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-350,https://cdn.shopify.com/s/files/1/0185/5504/products/art.jpeg?v=1380844108
charcoal-pencils-and-sketchpad,Charcoal Pencils and Sketchpad,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-349,https://cdn.shopify.com/s/files/1/0185/5504/products/20466-group3ww-l.jpeg?v=1380843972
art-portfolio,Art Portfolio,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-348,https://cdn.shopify.com/s/files/1/0185/5504/products/Art_Profolio_index220.160.gif?v=1380843872
colored-pencils-and-sketchpad,Colored Pencils and Sketchpad,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-347,https://cdn.shopify.com/s/files/1/0185/5504/products/81tqQDqXNmL._SL1300.jpeg?v=1380843786
sketching-box-set,Sketching Box Set,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-346,https://cdn.shopify.com/s/files/1/0185/5504/products/71a3SG-hOWL._SL1200.jpeg?v=1380843662
graphite-set-and-sketchpad,Graphite Pencil Set and Sketchpad,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-345,https://cdn.shopify.com/s/files/1/0185/5504/products/22226-1008-1-2ww-m.jpeg?v=1380843529
prismacolor-markers-and-sketchpad,Prismacolor Markers and Sketchpad,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-344,https://cdn.shopify.com/s/files/1/0185/5504/products/21342-1209-1-3ww-l.jpeg?v=1380843343
french-club-sponsorship,French Club Trip Sponsorship,Central High,Academics,AZ-008-018-006-082-343,https://cdn.shopify.com/s/files/1/0185/5504/products/paris_pic.jpeg?v=1380839582
ladies-endurance-short,Ladies Endurance Short,Cesar Chavez High,Athletics,AZ-008-018-007-045-342,https://cdn.shopify.com/s/files/1/0185/5504/products/304_fl.jpeg?v=1380838942
chess-clock,Chess Clock,Cesar Chavez High,Activities,AZ-008-018-007-017-341,https://cdn.shopify.com/s/files/1/0185/5504/products/SaitekDigitalChessClock.jpeg?v=1380753713
chess-set,Chess Set,Cesar Chavez High,Activities,AZ-008-018-007-017-340,https://cdn.shopify.com/s/files/1/0185/5504/products/chess-quality-set.jpeg?v=1380753597
coaching-organizer,Coaching Organizer,Cesar Chavez High,Athletics,AZ-008-018-007-045-339,https://cdn.shopify.com/s/files/1/0185/5504/products/18B701.jpeg?v=1380734124
all-surface-soccer-tennis,All Surface Soccer Tennis Net,Cesar Chavez High,Athletics,AZ-008-018-007-045-338,https://cdn.shopify.com/s/files/1/0185/5504/products/16B6_main.jpeg?v=1380656906
captain-band,Captain Bands,Cesar Chavez High,Athletics,AZ-008-018-007-045-337,https://cdn.shopify.com/s/files/1/0185/5504/products/19B12-All-4_Web.jpeg?v=1380656733
numbered-vest,Set of Numbered Vests,Cesar Chavez High,Athletics,AZ-008-018-007-045-336,https://cdn.shopify.com/s/files/1/0185/5504/products/yev-4157_1z.jpeg?v=1380656553
cone-and-carry-pack,Cone and Carry Pack,Cesar Chavez High,Athletics,AZ-008-018-007-045-335,https://cdn.shopify.com/s/files/1/0185/5504/products/6A501.jpeg?v=1380656341
championship-ball-bag,Championship Ball Bag,Cesar Chavez High,Athletics,AZ-008-018-007-045-334,https://cdn.shopify.com/s/files/1/0185/5504/products/5B1061_main.jpeg?v=1380656153
adidas-galaxy-skort,Skort,Cesar Chavez High,Athletics,AZ-008-018-007-052-333,https://cdn.shopify.com/s/files/1/0185/5504/products/38497-DEFAULT-l.jpeg?v=1380654841
practice-jersey-defender,Practice Jersey,Cesar Chavez High,Athletics,AZ-008-018-007-052-329,https://cdn.shopify.com/s/files/1/0185/5504/products/s-performance-tees.jpeg?v=1380578048
zone-jersey,Zone Jersey,Cesar Chavez High,Athletics,AZ-008-018-007-052-332,https://cdn.shopify.com/s/files/1/0185/5504/products/120_fl.jpeg?v=1380577628
excellence-ribbons,Excellence Ribbons,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-331,https://cdn.shopify.com/s/files/1/0185/5504/products/Custom-Single-Streamer-Rosette-Ribbon-_qty-25.jpeg?v=1380574548
principal-award-pins,SET OF 5: Principal Award Pins,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-330,https://cdn.shopify.com/s/files/1/0185/5504/products/education-trophy-awards-zsD3rh.jpeg?v=1380574356
attendance-medals,SET OF 5: Attendance Medals,Suns-Diamondbacks High,Academics,AZ-008-018-016-050-328,https://cdn.shopify.com/s/files/1/0185/5504/products/MBL2-PA-G.jpeg?v=1380573890
helium-tank,Helium Tank,Trevor Browne,Activities,AZ-008-018-004-037-327,https://cdn.shopify.com/s/files/1/0185/5504/products/Helium-tank-2.jpeg?v=1380569269
pop-up-soccer-goal,Pop Up Soccer Goal,Cesar Chavez High,Athletics,AZ-008-018-007-045-326,https://cdn.shopify.com/s/files/1/0185/5504/products/kwik-goal-infinity-weighted-pop-up-soccer-goal-large.jpeg?v=1380568848
drive-tennis-tee,Tennis Tee,Cesar Chavez High,Athletics,AZ-008-018-007-052-324,https://cdn.shopify.com/s/files/1/0185/5504/products/Drive_20Tee.jpeg?v=1380568609
adidas-climacore-short,Tennis Shorts,Cesar Chavez High,Athletics,AZ-008-018-007-052-323,https://cdn.shopify.com/s/files/1/0185/5504/products/10265652.jpeg?v=1380568262
gold-star-lapel-pin,SET OF 5: Gold Star Lapel Pin,Cesar Chavez High,Academics,AZ-008-018-007-008-322,https://cdn.shopify.com/s/files/1/0185/5504/products/PIN61MEDIUM.jpeg?v=1380567650
practice-jerseys-pinnies,Set of 5: Practice Jerseys- Pinnies,Cesar Chavez High,Athletics,AZ-008-018-007-043-320,https://cdn.shopify.com/s/files/1/0185/5504/products/soccer-practice-vests-pinnies.jpeg?v=1380567445
batting-tee,Batting Tee,Cesar Chavez High,Athletics,AZ-008-018-007-010-319,https://cdn.shopify.com/s/files/1/0185/5504/products/TAN-TEE-2.jpeg?v=1380566787
wooden-bat,Wooden Bat,Cesar Chavez High,Athletics,AZ-008-018-007-010-318,https://cdn.shopify.com/s/files/1/0185/5504/products/item-bb07-st271l.jpeg?v=1380566617
adidas-soccer-ball,Adidas Soccer Ball,Cesar Chavez High,Athletics,AZ-008-018-007-045-317,https://cdn.shopify.com/s/files/1/0185/5504/products/pDSP1-16182699p275w.jpeg?v=1380565612
batting-helmet-purple,Batting Helmet - Purple,Cesar Chavez High,Athletics,AZ-008-018-007-010-010,https://cdn.shopify.com/s/files/1/0185/5504/products/nike-show-batting-helmet.jpeg?v=1380564790
practice-baseballs,Practice Baseballs,Cesar Chavez High,Athletics,AZ-008-018-007-010-009,https://cdn.shopify.com/s/files/1/0185/5504/products/pro-nine-high-school-nfhs1-practice-baseballs-dz.jpeg?v=1380564568
cheer-socks-1,Cheer Socks,Phoenix Collegiate Academy,Athletics,AZ-008-026-017-067-250,https://cdn.shopify.com/s/files/1/0185/5504/products/IS350-Dark-Green.gif?v=1380323097
cheer-bows-1,Cheer Bows,Phoenix Collegiate Academy,Athletics,AZ-008-026-017-067-315,https://cdn.shopify.com/s/files/1/0185/5504/products/pawheatpressteambowlg.jpeg?v=1380322942
ladies-rally-jersey,Ladies Rally Jersey,Cesar Chavez High,Athletics,AZ-008-018-007-045-325,https://cdn.shopify.com/s/files/1/0185/5504/products/203_fl.jpeg?v=1380322525
clay,Clay,Phoenix Collegiate Academy,Arts,AZ-008-026-017-007-311,https://cdn.shopify.com/s/files/1/0185/5504/products/clay.jpeg?v=1380305952
fbla-state-leadership-conference-fairfax,FBLA State Leadership Conference,Fairfax High,Academics,AZ-008-018-009-025-166,https://cdn.shopify.com/s/files/1/0185/5504/products/fbla_logo_n_shield_bc43af53-de36-4cc8-adc4-678fd9d53cee.png?v=1380304959
ties,Tie,Alhambra High,Academics,AZ-008-018-001-025-312,https://cdn.shopify.com/s/files/1/0185/5504/products/Andover_ties.jpeg?v=1380304169
scrapbook-1,Scrapbook,Fairfax High,Activities,AZ-008-018-009-050-094,https://cdn.shopify.com/s/files/1/0185/5504/products/3120970908_src_http_3A_2F_2Fimg.reversede.com_2Fimages_2FI_2F61djH9xB_2BDL.jpeg?v=1380303542
morphsuit-megamorph,Morphsuit- MegaMorph,Fairfax High,Activities,AZ-008-018-009-050-216,https://cdn.shopify.com/s/files/1/0185/5504/products/megamorph-blue-1.jpeg?v=1380302947
donation-to-support-my-club,Donation to Support My Club,Support My Club,Donation,,https://cdn.shopify.com/s/files/1/0185/5504/products/SMC_logo_only_11f67d6b-3178-49a6-b6fb-c43ddd8c036b.png?v=1380299456
unity-registration-fee,UNITY Registration Fee,Cesar Chavez High,Activities,AZ-008-018-007-081-321,https://cdn.shopify.com/s/files/1/0185/5504/products/unity.jpeg?v=1380233697
pom-poms,Pom Poms,Camelback High,Athletics,AZ-008-018-005-016-255,https://cdn.shopify.com/s/files/1/0185/5504/products/cheerleadingSYPSH6.jpeg?v=1379545739
az-dragon-boat-membership-fees,AZ Dragon Boat Membership Fees,North High,Academics,AZ-008-018-014-025-310,https://cdn.shopify.com/s/files/1/0185/5504/products/13021559-three-teams-race-to-the-finish-line-during-the-dragon-boat-festival-at-tempe-town-lake-2012.jpg?v=1389636088
flex-flba-conference,Flex FBLA Conference,North High,Academics,AZ-008-018-014-025-309,https://cdn.shopify.com/s/files/1/0185/5504/products/4596646757_pre.jpeg?v=1379366011
state-leadership-competition-fee-fbla,State Leadership Competition Fee,North High,Academics,AZ-008-018-014-025-166,https://cdn.shopify.com/s/files/1/0185/5504/products/fbla_logo_n_shield_d111bc49-a334-4abe-8a8d-6802bd1eb454.png?v=1379365596
regional-competition-fee-fbla,Regional Competition Fee,North High,Academics,AZ-008-018-014-025-165,https://cdn.shopify.com/s/files/1/0185/5504/products/fbla_logo_n_shield.png?v=1379364432
storage-crate,Storage Crates,Franklin Police and Fire,Academics,AZ-008-018-010-050-308,https://cdn.shopify.com/s/files/1/0185/5504/products/0007314981582_500X500.jpeg?v=1378746630
student-council-membership,Student Council Membership,Franklin Police and Fire,Activities,AZ-008-018-010-050-307,https://cdn.shopify.com/s/files/1/0185/5504/products/aasc_sm.gif?v=1378746454
portable-pa-system,Portable PA System,Franklin Police and Fire,Academics,AZ-008-018-010-050-306,https://cdn.shopify.com/s/files/1/0185/5504/products/PWMA890UI.jpeg?v=1378746089
graphic-design-sign-kit,Graphic Design Sign Kit,Franklin Police and Fire,Activities,AZ-008-018-010-050-305,https://cdn.shopify.com/s/files/1/0185/5504/products/8kit04.gif?v=1378745784
state-champion-t-shirts,State Champion T-Shirts,Carl Hayden,Athletics,AZ-008-018-011-062-113,https://cdn.shopify.com/s/files/1/0185/5504/products/carl_hayden_logo.png?v=1377813828
game-day-volleyball,Game Day Volleyball,Phoenix Collegiate Academy,Athletics,AZ-008-026-017-077-301,https://cdn.shopify.com/s/files/1/0185/5504/products/game_day_volleyball.jpg?v=1377811632
practice-volleyball,Practice Volleyball,Phoenix Collegiate Academy,Athletics,AZ-008-026-017-077-300,https://cdn.shopify.com/s/files/1/0185/5504/products/volleyball.jpg?v=1377811716
musical-instrument-museum,Musical Instrument Museum,Alhambra High,Academics,AZ-008-018-001-073-069,https://cdn.shopify.com/s/files/1/0185/5504/products/Mim.jpeg?v=1377810556
az-science-center-tickets,AZ Science Center Tickets,Alhambra High,Academics,AZ-008-018-001-073-299,https://cdn.shopify.com/s/files/1/0185/5504/products/science_center.jpeg?v=1377810179
shoot-a-way-gun,Shoot-a-way Gun,Fairfax High,Athletics,AZ-008-018-009-011-290,https://cdn.shopify.com/s/files/1/0185/5504/products/cr_shoot-a-way.jpeg?v=1377551028
circular-saw,Circular Saw,Camelback High,Academics,AZ-008-018-005-071-237,https://cdn.shopify.com/s/files/1/0185/5504/products/9f90578c-938a-447d-ab05-87d0efff380a_300.jpeg?v=1376354915
cordless-drill,Cordless Drill,Camelback High,Arts,AZ-008-018-005-071-236,https://cdn.shopify.com/s/files/1/0185/5504/products/d9b5980c-aef9-4344-a26e-d25931f3820c_300.jpeg?v=1376339871
water-bottle,Water Bottle,Trevor Browne,Athletics,AZ-008-018-004-072-205,https://cdn.shopify.com/s/files/1/0185/5504/products/BPAfreewaterbottlesRubbermaidFlickr.jpeg?v=1375823105
badminton-bag,Badminton Bag,Trevor Browne,Athletics,AZ-008-018-004-072-284,https://cdn.shopify.com/s/files/1/0185/5504/products/bag9620.jpeg?v=1375823686
hangers,Hangers,Trevor Browne,Athletics,AZ-008-018-004-067-281,https://cdn.shopify.com/s/files/1/0185/5504/products/14133870_201304121140.jpg?v=1374698366
warm-ups,Warm-Ups,Trevor Browne,Athletics,AZ-008-018-004-067-280,https://cdn.shopify.com/s/files/1/0185/5504/products/Challenger-L.jpeg?v=1374698164
cheer-shoes,Cheer Shoes,Trevor Browne,Athletics,AZ-008-018-004-067-024,https://cdn.shopify.com/s/files/1/0185/5504/products/fwcf120b.jpg?v=1374697881
storage-bins,Storage Bins,Trevor Browne,Athletics,AZ-008-018-004-067-279,https://cdn.shopify.com/s/files/1/0185/5504/products/14484316_130406061023.jpg?v=1374697665
shrubs,Shrubs,Fairfax High,Athletics,AZ-008-018-009-046-101,https://cdn.shopify.com/s/files/1/0185/5504/products/758333611300lg.jpg?v=1374521962
stereo,Stereo,Fairfax High,Athletics,AZ-008-018-009-062-111,https://cdn.shopify.com/s/files/1/0185/5504/products/71HcKSqZ4FL._SL1500.jpg?v=1374521391
embroidery-machine,Embroidery Machine,Carl Hayden,Arts,AZ-008-018-011-066-043,https://cdn.shopify.com/s/files/1/0185/5504/products/81RwAoxAMJL._SL1500.jpg?v=1374520910
easton-stealth-grip-batting-helmet,Easton Stealth Grip Batting Helmet,Carl Hayden,Athletics,AZ-008-018-011-010-275,https://cdn.shopify.com/s/files/1/0185/5504/products/71359i5z0BL._SL1500.jpg?v=1374519562
sugar,Sugar,Camelback High,Activities,AZ-008-018-005-021-156,https://cdn.shopify.com/s/files/1/0185/5504/products/814602b.jpg?v=1374438687
flour,Flour,Camelback High,Activities,AZ-008-018-005-021-155,https://cdn.shopify.com/s/files/1/0185/5504/products/2005b.jpg?v=1374438338
gloves,Gloves,Camelback High,Activities,AZ-008-018-005-021-153,https://cdn.shopify.com/s/files/1/0185/5504/products/41ybE0TOLwL._SY355.jpg?v=1374437967
cutlery,Cutlery,Camelback High,Activities,AZ-008-018-005-021-273,https://cdn.shopify.com/s/files/1/0185/5504/products/71H2MRZRyLL._SL1023.jpg?v=1374011366
paper-plates,Paper Plates,Camelback High,Activities,AZ-008-018-005-021-272,https://cdn.shopify.com/s/files/1/0185/5504/products/71K1B3Y8mkL._SL1364.jpg?v=1374010883
dinner-ware-plastic-cups,Dinner Ware - Plastic Cups,Camelback High,Activities,AZ-008-018-005-021-271,https://cdn.shopify.com/s/files/1/0185/5504/products/31XrcaYh6BL.jpg?v=1374009310
grocery-store-giftcard,Grocery Store Gift card,Camelback High,Activities,AZ-008-018-005-021-152,https://cdn.shopify.com/s/files/1/0185/5504/products/banner_logo_header_2.gif?v=1374003330
black-cheer-duffle-bag,Black Cheer Duffle Bag,Trevor Browne,Athletics,AZ-008-018-004-067-041,https://cdn.shopify.com/s/files/1/0185/5504/products/bgnb602-black.jpg?v=1373440037
bloomers-1,Bloomers,Trevor Browne,Athletics,AZ-008-018-004-067-012,https://cdn.shopify.com/s/files/1/0185/5504/products/bwbc121-orange.jpg?v=1373439844
cheer-socks,SETS OF 2: Cheer Socks,Trevor Browne,Athletics,AZ-008-018-004-067-250,https://cdn.shopify.com/s/files/1/0185/5504/products/P087050B.jpg?v=1373439583
poms,Pom Poms,Trevor Browne,Athletics,AZ-008-018-004-067-255,https://cdn.shopify.com/s/files/1/0185/5504/products/pmmp150B.jpg?v=1373439291
velcro-tape,Velcro Tape,Trevor Browne,Athletics,AZ-008-018-004-067-254,https://cdn.shopify.com/s/files/1/0185/5504/products/KGrHqMOKpwE5ZGT3bb1BOgI_MiQRQ_60_35.jpg?v=1373439080
tumbling-mats,Tumbling Mats,Trevor Browne,Athletics,AZ-008-018-004-067-253,https://cdn.shopify.com/s/files/1/0185/5504/products/CXL125_6x42x138_blue.jpg?v=1373438724
goalie-coach,Goalie Coach,Trevor Browne,Athletics,AZ-008-018-004-045-184,https://cdn.shopify.com/s/files/1/0185/5504/products/images_3.jpeg?v=1371670838
pole-vault-coach,Pole Vault Coach,Trevor Browne,Athletics,AZ-008-018-004-070-183,https://cdn.shopify.com/s/files/1/0185/5504/products/images_2.jpeg?v=1371669735
usa-wrestling-membership-card,USA Wrestling Membership Card,Trevor Browne,Athletics,AZ-008-018-004-062-147,https://cdn.shopify.com/s/files/1/0185/5504/products/images_1.jpeg?v=1371661893
mens-warm-up-hoodie,Men's Warm Up Hoodie,Trevor Browne,Athletics,AZ-008-018-004-062-146,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-28_at_5.20.10_PM.png?v=1438121984
